ID Gender,Gender,ID Group,Group,ID Year,Year,ID State,State,Total Population,Total Population MOE Appx,Average Wage,Average Wage Appx MOE,Group ID,Age Range,Percentage
1,"Male","Secondary Education","Secondary Education",2017,"2017","04000US06","California",1221703,4307.385119844985,13290.153059568253,2149.3911752949284,4,1,51.881259008173075
1,"Male","Some college","Some college",2017,"2017","04000US06","California",2717704,7753.804455560863,22763.922459224592,1938.5943396160815,6,1,48.57435366552897
1,"Male","Associates Degree","Associates Degree",2016,"2016","04000US06","California",885817,3491.3324661885604,21950.698561755547,3724.946480024919,7,1,44.48076060741335
1,"Male","Bachelors Degree","Bachelors Degree",2016,"2016","04000US06","California",2470186,6482.560726953411,36036.19257201764,3536.171728697158,8,1,48.18327616145137
1,"Male","Graduate Degree","Graduate Degree",2016,"2016","04000US06","California",1529686,2823.9848899002654,43837.75746127692,8865.402528054943,9,1,50.6819781956494
1,"Male","High School or Equivalent","High School or Equivalent",2016,"2016","04000US06","California",2634496,7118.204740909579,21697.06446749917,2184.4091157698563,5,1,49.86879253736852
1,"Male","No Schooling","No Schooling",2016,"2016","04000US06","California",304728,1270.234502970445,12322.957788569294,7888.91807804586,1,1,45.93220083505419
1,"Male","Preschool","Preschool",2016,"2016","04000US06","California",5991,160.9936493258683,26361.325581395347,84738.96895478253,2,1,40.25939116994826
1,"Male","Primary Education","Primary Education",2016,"2016","04000US06","California",735792,2154.1545606730583,16561.24090909091,3444.278588798115,3,1,47.9823458522665
1,"Male","Secondary Education","Secondary Education",2016,"2016","04000US06","California",1231191,4506.459418608578,13018.253521544439,2038.7947972661484,4,1,51.80642131652894
1,"Male","Some college","Some college",2016,"2016","04000US06","California",2685526,7585.406637729102,21396.374088239598,1751.703661645847,6,1,48.3977970249745
1,"Male","Associates Degree","Associates Degree",2015,"2015","04000US06","California",871669,3468.8338501674484,21945.152606018124,3899.2406271228742,7,1,44.35868455054764
1,"Male","Bachelors Degree","Bachelors Degree",2015,"2015","04000US06","California",2401154,6411.163243506879,33820.91181637194,3295.9202927966185,8,1,48.114198669440185
1,"Male","Graduate Degree","Graduate Degree",2015,"2015","04000US06","California",1489813,2686.464353066752,41489.99457293145,9100.672704299584,9,1,51.03105955147317
1,"Male","High School or Equivalent","High School or Equivalent",2015,"2015","04000US06","California",2615641,6982.464771172531,20930.319211409394,2146.882785714354,5,1,49.778468732794714
1,"Male","No Schooling","No Schooling",2015,"2015","04000US06","California",293834,1297.2291091352695,12369.87070200573,7536.5165919828205,1,1,45.58795922071918
1,"Male","Preschool","Preschool",2015,"2015","04000US06","California",5475,107.01667460156533,0,,2,1,39.5021645021645
1,"Male","Primary Education","Primary Education",2015,"2015","04000US06","California",749295,2283.01528946552,16125.358076078159,3137.209871224032,3,1,48.13011984113679
1,"Male","Secondary Education","Secondary Education",2015,"2015","04000US06","California",1239000,4569.362845012292,12958.282953562157,1966.8330104552747,4,1,51.6928684285076
1,"Male","Some college","Some college",2015,"2015","04000US06","California",2666118,7457.594939342039,20336.979046383392,1690.476470688593,6,1,48.332117228295694
1,"Male","Associates Degree","Associates Degree",2014,"2014","04000US06","California",858342,3404.964829643178,22511.95182914155,4124.441434300426,7,1,44.38708943434182
1,"Male","Bachelors Degree","Bachelors Degree",2014,"2014","04000US06","California",2333366,6286.84635262224,33065.56939940626,3453.2308839688735,8,1,48.03640559588842
1,"Male","Graduate Degree","Graduate Degree",2014,"2014","04000US06","California",1454746,2511.0995230021113,41476.414373088686,9700.4673232411,9,1,51.52463396069773
1,"Male","High School or Equivalent","High School or Equivalent",2014,"2014","04000US06","California",2566811,6831.044222668827,19938.66141569876,1817.1249520548045,5,1,49.62791788497965
1,"Male","No Schooling","No Schooling",2014,"2014","04000US06","California",281889,1219.6444883357037,13090.641410048622,8054.916377667258,1,1,45.55384257373902
1,"Male","Preschool","Preschool",2014,"2014","04000US06","California",5421,175.3313415250104,8388.372549019608,20594.584920874757,2,1,39.13514293964771
1,"Male","Primary Education","Primary Education",2014,"2014","04000US06","California",757404,2467.9038182905597,15704.84575046997,2777.5162639985565,3,1,48.17448050832904
1,"Male","Secondary Education","Secondary Education",2014,"2014","04000US06","California",1240838,4586.954039558095,13193.495763924666,1945.7904917660044,4,1,51.51514145056682
1,"Male","Some college","Some college",2014,"2014","04000US06","California",2636165,7306.685666640507,20510.301437293023,1756.3568894976133,6,1,48.22305682482754
